comp_name,dep_status,duration,end_date,etl_type,failed_steps,i_load_plan,name,nb_run,row_tag,running_steps,sess_no,start_date,status,succ_steps,total_steps
116934 - 1 - sds-fia-app om custom load,,-1:58,2020-06-11 06:53:18.0,CDP-OCI,0,460,sds-fia-app om custom load,1,292,0,116934,2020-06-11 06:54:57.0,Completed,15,15
116933 - 1 - apl-scm-app 102 Order Management hourly load plan,,00:44,2020-06-11 07:36:34.0,CDP-OCI,0,848,apl-scm-app 102 Order Management hourly load plan,1,293,0,116933,2020-06-11 06:51:48.0,Completed,37,37
116932 - 1 - apl-scm-mfg-quality-conditional,,00:00,2020-06-11 06:46:23.0,CDP-OCI,0,1662,apl-scm-mfg-quality-conditional,1,294,0,116932,2020-06-11 06:46:21.0,Completed,0,5
116931 - 1 - sds-fia-app om custom load,,00:02,2020-06-11 06:47:24.0,CDP-OCI,0,460,sds-fia-app om custom load,1,295,0,116931,2020-06-11 06:45:19.0,Completed,15,15
116930 - 1 - apl-scm-core quality conditional load plan,,00:00,2020-06-11 06:40:31.0,CDP-OCI,0,1652,apl-scm-core quality conditional load plan,1,296,0,116930,2020-06-11 06:40:29.0,Completed,0,8
116929 - 1 - sds-fia-app om custom load,,00:00,2020-06-11 06:39:36.0,CDP-OCI,0,460,sds-fia-app om custom load,1,297,0,116929,2020-06-11 06:39:24.0,Completed,15,15
116928 - 1 - apl-scm-scp OPTION LP,,00:00,2020-06-11 06:32:32.0,CDP-OCI,0,1059,apl-scm-scp OPTION LP,1,298,0,116928,2020-06-11 06:32:32.0,Failed,0,7
116927 - 1 - apl-scm-app 101 inventory hourly load plan,,00:21,2020-06-11 06:53:58.0,CDP-OCI,0,758,apl-scm-app 101 inventory hourly load plan,1,299,0,116927,2020-06-11 06:32:32.0,Completed,18,18
116926 - 1 - sds-fia-app om custom load,,00:00,2020-06-11 06:31:51.0,CDP-OCI,0,460,sds-fia-app om custom load,1,300,0,116926,2020-06-11 06:31:37.0,Completed,15,15
116925 - 1 - apl-scm-mfg-quality-conditional,,00:00,2020-06-11 06:30:40.0,CDP-OCI,0,1662,apl-scm-mfg-quality-conditional,1,301,0,116925,2020-06-11 06:30:38.0,Completed,0,5
116924 - 1 - sds-fia-app om custom load,,00:00,2020-06-11 06:24:04.0,CDP-OCI,0,460,sds-fia-app om custom load,1,302,0,116924,2020-06-11 06:23:50.0,Completed,15,15
116923 - 1 - apl-scm-core quality conditional load plan,,00:00,2020-06-11 06:22:57.0,CDP-OCI,0,1652,apl-scm-core quality conditional load plan,1,303,0,116923,2020-06-11 06:22:55.0,Completed,0,8
116922 - 1 - apl-scm-scp MODEL LP,,00:00,2020-06-11 06:17:32.0,CDP-OCI,0,1055,apl-scm-scp MODEL LP,1,304,0,116922,2020-06-11 06:17:32.0,Failed,0,7
116921 - 1 - sds-fia-app om custom load,,00:02,2020-06-11 06:16:17.0,CDP-OCI,0,460,sds-fia-app om custom load,1,305,0,116921,2020-06-11 06:14:14.0,Completed,15,15
